H3N2|M63515|A/Aichi/2/1968,0.164948,0.154639,0.041237,0.041237,0.041237,0.164948,0.041237,0.041237,0.061856,0.061856,0.000000,0.164948,0.052632,0.154639,0.162791,0.149425,0.061856,0.164948,0.166667,0.164948,0.041237,0.164948,0.103093,0.103093,0.175258,0.061856,0.020619,0.103093,0.051546,0.061856,0.051546,0.084211,0.061856,0.072165,0.103093,0.164948,0.041237,0.164948,0.142857,0.175258,0.072165,0.061856,0.092784,0.164948,0.041237,0.030928,0.051546,0.154639,0.113402,0.175258
H1N1|CY057911|A/Wisconsin/629-D00134/2009(H1N1),0.030928,0.092784,0.164948,0.164948,0.164948,0.020619,0.164948,0.164948,0.154639,0.164948,0.164948,0.000000,0.118421,0.010309,0.023256,0.011494,0.195876,0.020619,0.020833,0.030928,0.175258,0.020619,0.195876,0.195876,0.030928,0.154639,0.164948,0.195876,0.175258,0.164948,0.164948,0.189474,0.164948,0.195876,0.185567,0.020619,0.154639,0.020619,0.011905,0.030928,0.154639,0.164948,0.185567,0.020619,0.164948,0.144330,0.164948,0.072165,0.195876,0.030928
H3N2|CY112227|A/Ulaanbaatar/0804/2012,0.131579,0.131579,0.039474,0.039474,0.039474,0.131579,0.039474,0.039474,0.013158,0.039474,0.052632,0.118421,0.000000,0.118421,0.131579,0.118421,0.065789,0.118421,0.131579,0.131579,0.065789,0.131579,0.092105,0.105263,0.144737,0.013158,0.078947,0.105263,0.039474,0.000000,0.026316,0.026316,0.013158,0.052632,0.105263,0.118421,0.039474,0.131579,0.118421,0.144737,0.026316,0.013158,0.092105,0.118421,0.039474,0.013158,0.013158,0.144737,0.105263,0.131579
H1N1|FJ973554|A/Auckland/2/2009(H1N1),0.020619,0.082474,0.164948,0.164948,0.164948,0.010309,0.164948,0.164948,0.154639,0.164948,0.154639,0.010309,0.118421,0.000000,0.011628,0.000000,0.195876,0.010309,0.010417,0.020619,0.164948,0.010309,0.195876,0.195876,0.020619,0.154639,0.154639,0.195876,0.175258,0.164948,0.164948,0.189474,0.164948,0.195876,0.185567,0.010309,0.154639,0.010309,0.000000,0.020619,0.154639,0.164948,0.185567,0.010309,0.164948,0.134021,0.164948,0.072165,0.195876,0.020619
H3N2|JN655558|A/Indiana/08/2011(H3N2),0.034884,0.104651,0.174419,0.174419,0.174419,0.023256,0.174419,0.174419,0.162791,0.174419,0.162791,0.023256,0.131579,0.011628,0.000000,0.011628,0.209302,0.023256,0.023256,0.034884,0.174419,0.023256,0.197674,0.209302,0.011628,0.162791,0.162791,0.209302,0.186047,0.162791,0.174419,0.186047,0.174419,0.209302,0.209302,0.011628,0.162791,0.023256,0.011905,0.034884,0.162791,0.174419,0.197674,0.011628,0.174419,0.139535,0.174419,0.093023,0.209302,0.023256
H1N1|CY040883|A/Norway/1177/2009(H1N1),0.022989,0.091954,0.160920,0.160920,0.160920,0.011494,0.160920,0.160920,0.149425,0.160920,0.149425,0.011494,0.118421,0.000000,0.011628,0.000000,0.195402,0.011494,0.011494,0.022989,0.160920,0.011494,0.183908,0.195402,0.022989,0.149425,0.149425,0.195402,0.172414,0.149425,0.160920,0.172414,0.160920,0.195402,0.195402,0.000000,0.149425,0.011494,0.000000,0.022989,0.149425,0.160920,0.183908,0.000000,0.160920,0.126437,0.160920,0.080460,0.195402,0.011494
H3N2|CY117989|A/Malaysia/29997/2004,0.206186,0.195876,0.051546,0.051546,0.051546,0.206186,0.051546,0.051546,0.072165,0.072165,0.061856,0.195876,0.065789,0.195876,0.209302,0.195402,0.000000,0.206186,0.208333,0.206186,0.082474,0.206186,0.123711,0.123711,0.216495,0.072165,0.082474,0.123711,0.020619,0.072165,0.061856,0.094737,0.072165,0.082474,0.123711,0.206186,0.051546,0.185567,0.178571,0.216495,0.082474,0.072165,0.113402,0.206186,0.051546,0.061856,0.061856,0.175258,0.134021,0.216495
H1N1|AB704505|A/Yamagata/674/2009,0.030928,0.092784,0.175258,0.175258,0.175258,0.020619,0.175258,0.175258,0.154639,0.164948,0.164948,0.020619,0.118421,0.010309,0.023256,0.011494,0.206186,0.000000,0.020833,0.030928,0.175258,0.020619,0.206186,0.206186,0.030928,0.154639,0.164948,0.206186,0.185567,0.164948,0.164948,0.189474,0.164948,0.195876,0.195876,0.020619,0.164948,0.020619,0.011905,0.030928,0.154639,0.164948,0.195876,0.020619,0.175258,0.144330,0.164948,0.082474,0.206186,0.030928
H1N1|CY084278|A/India/NIV1028800/2010(H1N1),0.031250,0.093750,0.177083,0.177083,0.177083,0.020833,0.177083,0.177083,0.166667,0.177083,0.166667,0.020833,0.131579,0.010417,0.023256,0.011494,0.208333,0.020833,0.000000,0.031250,0.177083,0.020833,0.197917,0.208333,0.031250,0.166667,0.166667,0.208333,0.187500,0.177083,0.177083,0.200000,0.177083,0.208333,0.197917,0.020833,0.166667,0.020833,0.011905,0.031250,0.166667,0.177083,0.197917,0.020833,0.177083,0.145833,0.177083,0.083333,0.208333,0.031250
H1N1|CY096026|A/Zhejiang/96/2009,0.020619,0.092784,0.175258,0.175258,0.175258,0.030928,0.175258,0.175258,0.164948,0.175258,0.164948,0.030928,0.131579,0.020619,0.034884,0.022989,0.206186,0.030928,0.031250,0.000000,0.175258,0.030928,0.206186,0.206186,0.041237,0.164948,0.164948,0.206186,0.185567,0.175258,0.175258,0.200000,0.175258,0.206186,0.195876,0.030928,0.164948,0.030928,0.023810,0.041237,0.164948,0.175258,0.195876,0.030928,0.175258,0.144330,0.175258,0.082474,0.206186,0.041237
H1N1|CY077728|A/Netherlands/001H1/1954,0.175258,0.164948,0.051546,0.051546,0.051546,0.175258,0.051546,0.051546,0.072165,0.072165,0.041237,0.175258,0.065789,0.164948,0.174419,0.160920,0.082474,0.175258,0.177083,0.175258,0.000000,0.175258,0.113402,0.113402,0.185567,0.072165,0.061856,0.113402,0.061856,0.072165,0.061856,0.094737,0.072165,0.061856,0.113402,0.175258,0.051546,0.175258,0.154762,0.185567,0.082474,0.072165,0.103093,0.175258,0.051546,0.041237,0.061856,0.164948,0.123711,0.185567
H1N1|CY083195|A/California/WRAIR1502P/2009,0.030928,0.092784,0.175258,0.175258,0.175258,0.020619,0.175258,0.175258,0.164948,0.175258,0.164948,0.020619,0.131579,0.010309,0.023256,0.011494,0.206186,0.020619,0.020833,0.030928,0.175258,0.000000,0.195876,0.195876,0.030928,0.164948,0.164948,0.195876,0.185567,0.175258,0.175258,0.200000,0.175258,0.206186,0.185567,0.020619,0.164948,0.020619,0.011905,0.030928,0.164948,0.175258,0.185567,0.020619,0.175258,0.144330,0.175258,0.082474,0.195876,0.030928
H1N1|EU716600|A/Alaska/13/2007,0.206186,0.206186,0.092784,0.092784,0.092784,0.206186,0.092784,0.092784,0.092784,0.113402,0.103093,0.195876,0.092105,0.195876,0.197674,0.183908,0.123711,0.206186,0.197917,0.206186,0.113402,0.195876,0.000000,0.030928,0.216495,0.113402,0.123711,0.030928,0.103093,0.113402,0.103093,0.126316,0.113402,0.123711,0.041237,0.206186,0.092784,0.206186,0.178571,0.216495,0.123711,0.113402,0.041237,0.206186,0.092784,0.103093,0.103093,0.164948,0.041237,0.216495
H1N1|CY089140|A/Boston/77/2009,0.206186,0.206186,0.092784,0.092784,0.092784,0.206186,0.092784,0.092784,0.092784,0.113402,0.103093,0.195876,0.105263,0.195876,0.209302,0.195402,0.123711,0.206186,0.208333,0.206186,0.113402,0.195876,0.030928,0.000000,0.216495,0.113402,0.123711,0.020619,0.103093,0.113402,0.103093,0.136842,0.113402,0.123711,0.041237,0.206186,0.092784,0.206186,0.190476,0.216495,0.123711,0.113402,0.030928,0.206186,0.092784,0.103093,0.103093,0.164948,0.041237,0.216495
H3N2|JQ070795|A/Indiana/08/2011,0.041237,0.103093,0.185567,0.185567,0.185567,0.030928,0.185567,0.185567,0.175258,0.185567,0.175258,0.030928,0.144737,0.020619,0.011628,0.022989,0.216495,0.030928,0.031250,0.041237,0.185567,0.030928,0.216495,0.216495,0.000000,0.175258,0.175258,0.216495,0.195876,0.185567,0.185567,0.210526,0.185567,0.216495,0.206186,0.030928,0.175258,0.030928,0.023810,0.041237,0.175258,0.185567,0.206186,0.030928,0.185567,0.154639,0.185567,0.092784,0.216495,0.041237
H3N2|CY087392|A/Uganda/MUWRP-012/2008,0.164948,0.164948,0.041237,0.041237,0.041237,0.164948,0.041237,0.041237,0.020619,0.041237,0.061856,0.154639,0.013158,0.154639,0.162791,0.149425,0.072165,0.154639,0.166667,0.164948,0.072165,0.164948,0.113402,0.113402,0.175258,0.000000,0.082474,0.113402,0.051546,0.020619,0.030928,0.042105,0.020619,0.051546,0.113402,0.164948,0.041237,0.164948,0.142857,0.175258,0.030928,0.020619,0.103093,0.164948,0.041237,0.030928,0.020619,0.154639,0.123711,0.175258
H3N2|CY113206|A/Bilthoven/5029/1976,0.164948,0.175258,0.061856,0.061856,0.061856,0.164948,0.061856,0.061856,0.082474,0.082474,0.020619,0.164948,0.078947,0.154639,0.162791,0.149425,0.082474,0.164948,0.166667,0.164948,0.061856,0.164948,0.123711,0.123711,0.175258,0.082474,0.000000,0.123711,0.072165,0.082474,0.072165,0.105263,0.082474,0.092784,0.123711,0.164948,0.061856,0.164948,0.142857,0.175258,0.092784,0.082474,0.113402,0.164948,0.061856,0.051546,0.072165,0.175258,0.134021,0.175258
H1N1|EU716537|A/Pennsylvania/11/2007,0.206186,0.206186,0.092784,0.092784,0.092784,0.206186,0.092784,0.092784,0.092784,0.113402,0.103093,0.195876,0.105263,0.195876,0.209302,0.195402,0.123711,0.206186,0.208333,0.206186,0.113402,0.195876,0.030928,0.020619,0.216495,0.113402,0.123711,0.000000,0.103093,0.113402,0.103093,0.136842,0.113402,0.123711,0.041237,0.206186,0.092784,0.206186,0.190476,0.216495,0.123711,0.113402,0.030928,0.206186,0.092784,0.103093,0.103093,0.164948,0.041237,0.216495
H3N2|CY113342|A/Stockholm/10/1985,0.185567,0.175258,0.030928,0.030928,0.030928,0.185567,0.030928,0.030928,0.051546,0.051546,0.051546,0.175258,0.039474,0.175258,0.186047,0.172414,0.020619,0.185567,0.187500,0.185567,0.061856,0.185567,0.103093,0.103093,0.195876,0.051546,0.072165,0.103093,0.000000,0.051546,0.041237,0.073684,0.051546,0.061856,0.103093,0.185567,0.030928,0.185567,0.154762,0.195876,0.061856,0.051546,0.092784,0.185567,0.030928,0.041237,0.041237,0.154639,0.113402,0.195876
H3N2|EU716520|A/Nevada/05/2007,0.175258,0.164948,0.041237,0.041237,0.041237,0.175258,0.041237,0.041237,0.020619,0.041237,0.061856,0.164948,0.000000,0.164948,0.162791,0.149425,0.072165,0.164948,0.177083,0.175258,0.072165,0.175258,0.113402,0.113402,0.185567,0.020619,0.082474,0.113402,0.051546,0.000000,0.030928,0.042105,0.020619,0.051546,0.113402,0.175258,0.041237,0.175258,0.142857,0.185567,0.030928,0.020619,0.103093,0.175258,0.041237,0.030928,0.020619,0.164948,0.113402,0.164948
H3N2|CY105415|A/TayNguyen/TN380/2005,0.175258,0.164948,0.030928,0.030928,0.030928,0.175258,0.030928,0.030928,0.030928,0.030928,0.051546,0.164948,0.026316,0.164948,0.174419,0.160920,0.061856,0.164948,0.177083,0.175258,0.061856,0.175258,0.103093,0.103093,0.185567,0.030928,0.072165,0.103093,0.041237,0.030928,0.000000,0.052632,0.030928,0.041237,0.103093,0.175258,0.030928,0.175258,0.154762,0.185567,0.041237,0.030928,0.092784,0.175258,0.030928,0.041237,0.020619,0.144330,0.113402,0.185567
H3N2|JQ247215|A/Philippines/TMC10-81/2010,0.200000,0.189474,0.063158,0.063158,0.063158,0.200000,0.063158,0.063158,0.042105,0.052632,0.084211,0.189474,0.026316,0.189474,0.186047,0.172414,0.094737,0.189474,0.200000,0.200000,0.094737,0.200000,0.126316,0.136842,0.210526,0.042105,0.105263,0.136842,0.073684,0.042105,0.052632,0.000000,0.042105,0.073684,0.136842,0.200000,0.063158,0.200000,0.166667,0.210526,0.052632,0.031579,0.126316,0.178947,0.063158,0.052632,0.042105,0.189474,0.147368,0.210526
H3N2|EU716442|A/Georgia/02/2008,0.175258,0.164948,0.041237,0.041237,0.041237,0.175258,0.041237,0.041237,0.020619,0.041237,0.061856,0.164948,0.013158,0.164948,0.174419,0.160920,0.072165,0.164948,0.177083,0.175258,0.072165,0.175258,0.113402,0.113402,0.185567,0.020619,0.082474,0.113402,0.051546,0.020619,0.030928,0.042105,0.000000,0.051546,0.092784,0.175258,0.041237,0.175258,0.154762,0.185567,0.030928,0.020619,0.103093,0.175258,0.041237,0.030928,0.020619,0.164948,0.103093,0.185567
H3N2|CY104381|A/LangSon/LS156/2007,0.206186,0.195876,0.041237,0.051546,0.051546,0.206186,0.051546,0.051546,0.051546,0.051546,0.072165,0.195876,0.052632,0.195876,0.209302,0.195402,0.082474,0.195876,0.208333,0.206186,0.061856,0.206186,0.123711,0.123711,0.216495,0.051546,0.092784,0.123711,0.061856,0.051546,0.041237,0.073684,0.051546,0.000000,0.123711,0.206186,0.051546,0.206186,0.190476,0.216495,0.051546,0.051546,0.113402,0.206186,0.030928,0.061856,0.041237,0.175258,0.134021,0.216495
H1N1|CY119171|A/Malaysia/32217/2005,0.195876,0.195876,0.092784,0.092784,0.092784,0.195876,0.092784,0.092784,0.092784,0.113402,0.103093,0.185567,0.105263,0.185567,0.209302,0.195402,0.123711,0.195876,0.197917,0.195876,0.113402,0.185567,0.041237,0.041237,0.206186,0.113402,0.123711,0.041237,0.103093,0.113402,0.103093,0.136842,0.092784,0.123711,0.000000,0.195876,0.092784,0.195876,0.190476,0.206186,0.123711,0.113402,0.051546,0.195876,0.092784,0.103093,0.103093,0.154639,0.020619,0.206186
H1N1|GQ375287|A/Moscow/03/2009(H1N1),0.030928,0.092784,0.175258,0.175258,0.175258,0.020619,0.175258,0.175258,0.164948,0.175258,0.164948,0.020619,0.118421,0.010309,0.011628,0.000000,0.206186,0.020619,0.020833,0.030928,0.175258,0.020619,0.206186,0.206186,0.030928,0.164948,0.164948,0.206186,0.185567,0.175258,0.175258,0.200000,0.175258,0.206186,0.195876,0.000000,0.164948,0.020619,0.000000,0.030928,0.164948,0.175258,0.195876,0.020619,0.175258,0.144330,0.175258,0.082474,0.206186,0.030928
H3N2|CY113462|A/Singapore/35/1989,0.164948,0.154639,0.020619,0.020619,0.020619,0.164948,0.020619,0.020619,0.041237,0.041237,0.041237,0.154639,0.039474,0.154639,0.162791,0.149425,0.051546,0.164948,0.166667,0.164948,0.051546,0.164948,0.092784,0.092784,0.175258,0.041237,0.061856,0.092784,0.030928,0.041237,0.030928,0.063158,0.041237,0.051546,0.092784,0.164948,0.000000,0.164948,0.142857,0.175258,0.051546,0.041237,0.082474,0.164948,0.020619,0.030928,0.030928,0.134021,0.103093,0.175258
H1N1|CY052384|A/Texas/42163295/2009(H1N1),0.030928,0.092784,0.175258,0.175258,0.175258,0.020619,0.175258,0.175258,0.164948,0.175258,0.164948,0.020619,0.131579,0.010309,0.023256,0.011494,0.185567,0.020619,0.020833,0.030928,0.175258,0.020619,0.206186,0.206186,0.030928,0.164948,0.164948,0.206186,0.185567,0.175258,0.175258,0.200000,0.175258,0.206186,0.195876,0.020619,0.164948,0.000000,0.011905,0.030928,0.164948,0.175258,0.195876,0.020619,0.175258,0.144330,0.175258,0.082474,0.206186,0.030928
H1N1|GQ160609|A/Brisbane/17/2009(H1N1),0.023810,0.095238,0.154762,0.154762,0.154762,0.011905,0.154762,0.154762,0.142857,0.154762,0.142857,0.011905,0.118421,0.000000,0.011905,0.000000,0.178571,0.011905,0.011905,0.023810,0.154762,0.011905,0.178571,0.190476,0.023810,0.142857,0.142857,0.190476,0.154762,0.142857,0.154762,0.166667,0.154762,0.190476,0.190476,0.000000,0.142857,0.011905,0.000000,0.023810,0.142857,0.154762,0.178571,0.000000,0.154762,0.119048,0.154762,0.083333,0.190476,0.011905
H1N1|HM157260|A/Yaroslavl/IIV-196/2009(H1N1),0.020619,0.103093,0.185567,0.185567,0.185567,0.010309,0.185567,0.164948,0.175258,0.185567,0.175258,0.030928,0.144737,0.020619,0.034884,0.022989,0.216495,0.030928,0.031250,0.041237,0.185567,0.030928,0.216495,0.216495,0.041237,0.175258,0.175258,0.216495,0.195876,0.185567,0.185567,0.210526,0.185567,0.216495,0.206186,0.030928,0.175258,0.030928,0.023810,0.000000,0.175258,0.185567,0.206186,0.030928,0.185567,0.154639,0.185567,0.092784,0.216495,0.041237
H3N2|HQ214357|A/Kisumu/7597/2008(H3N2),0.164948,0.154639,0.041237,0.051546,0.051546,0.164948,0.051546,0.051546,0.030928,0.030928,0.072165,0.154639,0.026316,0.154639,0.162791,0.149425,0.082474,0.154639,0.166667,0.164948,0.082474,0.164948,0.123711,0.123711,0.175258,0.030928,0.092784,0.123711,0.061856,0.030928,0.041237,0.052632,0.030928,0.051546,0.123711,0.164948,0.051546,0.164948,0.142857,0.175258,0.000000,0.030928,0.113402,0.164948,0.041237,0.041237,0.030928,0.154639,0.134021,0.175258
H3N2|CY038816|A/California/UR07-0067/2008,0.175258,0.164948,0.041237,0.041237,0.041237,0.175258,0.041237,0.041237,0.020619,0.020619,0.061856,0.164948,0.013158,0.164948,0.174419,0.160920,0.072165,0.164948,0.177083,0.175258,0.072165,0.175258,0.113402,0.113402,0.185567,0.020619,0.082474,0.113402,0.051546,0.020619,0.030928,0.031579,0.020619,0.051546,0.113402,0.175258,0.041237,0.175258,0.154762,0.185567,0.030928,0.000000,0.103093,0.175258,0.041237,0.030928,0.020619,0.164948,0.123711,0.185567
H1N1|CY070107|A/Peru/WRAIR1311P/2007(H1N1),0.195876,0.195876,0.082474,0.082474,0.082474,0.195876,0.082474,0.082474,0.082474,0.103093,0.092784,0.185567,0.092105,0.185567,0.197674,0.183908,0.113402,0.195876,0.197917,0.195876,0.103093,0.185567,0.041237,0.030928,0.206186,0.103093,0.113402,0.030928,0.092784,0.103093,0.092784,0.126316,0.103093,0.113402,0.051546,0.195876,0.082474,0.195876,0.178571,0.206186,0.113402,0.103093,0.000000,0.195876,0.082474,0.092784,0.092784,0.154639,0.051546,0.206186
H1N1|GU211220|A/Vladivostok/01/2009(H1N1),0.030928,0.092784,0.175258,0.175258,0.175258,0.020619,0.175258,0.175258,0.164948,0.175258,0.164948,0.020619,0.118421,0.010309,0.011628,0.000000,0.206186,0.020619,0.020833,0.030928,0.175258,0.020619,0.206186,0.206186,0.030928,0.164948,0.164948,0.206186,0.185567,0.175258,0.175258,0.178947,0.175258,0.206186,0.195876,0.020619,0.164948,0.020619,0.000000,0.030928,0.164948,0.175258,0.195876,0.000000,0.175258,0.144330,0.175258,0.082474,0.206186,0.030928
H3N2|CY114086|A/Netherlands/398/1993,0.175258,0.164948,0.010309,0.020619,0.020619,0.175258,0.020619,0.020619,0.041237,0.041237,0.041237,0.164948,0.039474,0.164948,0.174419,0.160920,0.051546,0.175258,0.177083,0.175258,0.051546,0.175258,0.092784,0.092784,0.185567,0.041237,0.061856,0.092784,0.030928,0.041237,0.030928,0.063158,0.041237,0.030928,0.092784,0.175258,0.020619,0.175258,0.154762,0.185567,0.041237,0.041237,0.082474,0.175258,0.000000,0.030928,0.030928,0.144330,0.103093,0.185567
H3N2|CY111183|A/Boston/DOA09/2011(H3N2),0.144330,0.134021,0.030928,0.030928,0.030928,0.144330,0.030928,0.030928,0.030928,0.051546,0.030928,0.144330,0.013158,0.134021,0.139535,0.126437,0.061856,0.144330,0.145833,0.144330,0.041237,0.144330,0.103093,0.103093,0.154639,0.030928,0.051546,0.103093,0.041237,0.030928,0.041237,0.052632,0.030928,0.061856,0.103093,0.144330,0.030928,0.144330,0.119048,0.154639,0.041237,0.030928,0.092784,0.144330,0.030928,0.000000,0.030928,0.154639,0.113402,0.154639
H3N2|CY096844|A/Canterbury/200/2004(H3N2),0.175258,0.164948,0.030928,0.030928,0.030928,0.175258,0.030928,0.030928,0.020619,0.030928,0.051546,0.164948,0.013158,0.164948,0.174419,0.160920,0.061856,0.164948,0.177083,0.175258,0.061856,0.175258,0.103093,0.103093,0.185567,0.020619,0.072165,0.103093,0.041237,0.020619,0.020619,0.042105,0.020619,0.041237,0.103093,0.175258,0.030928,0.175258,0.154762,0.185567,0.030928,0.020619,0.092784,0.175258,0.030928,0.030928,0.000000,0.154639,0.113402,0.185567
H5N1|CY088772|A/Bangladesh/3233/2011,0.082474,0.082474,0.144330,0.144330,0.144330,0.082474,0.144330,0.144330,0.144330,0.144330,0.154639,0.072165,0.144737,0.072165,0.093023,0.080460,0.175258,0.082474,0.083333,0.082474,0.164948,0.082474,0.164948,0.164948,0.092784,0.154639,0.175258,0.164948,0.154639,0.164948,0.144330,0.189474,0.164948,0.175258,0.154639,0.082474,0.134021,0.082474,0.083333,0.092784,0.154639,0.164948,0.154639,0.082474,0.144330,0.154639,0.154639,0.000000,0.164948,0.092784
H1N1|FJ912935|A/Thailand/CU68/2006(H1N1),0.206186,0.206186,0.103093,0.103093,0.103093,0.206186,0.103093,0.103093,0.103093,0.123711,0.113402,0.195876,0.105263,0.195876,0.209302,0.195402,0.134021,0.206186,0.208333,0.206186,0.123711,0.195876,0.041237,0.041237,0.216495,0.123711,0.134021,0.041237,0.113402,0.113402,0.113402,0.147368,0.103093,0.134021,0.020619,0.206186,0.103093,0.206186,0.190476,0.216495,0.134021,0.123711,0.051546,0.206186,0.103093,0.113402,0.113402,0.164948,0.000000,0.206186
H1N1|CY088804|A/Thailand/CU-H2176/2010(H1N1),0.041237,0.103093,0.185567,0.185567,0.185567,0.030928,0.185567,0.185567,0.175258,0.185567,0.175258,0.030928,0.131579,0.020619,0.023256,0.011494,0.216495,0.030928,0.031250,0.041237,0.185567,0.030928,0.216495,0.216495,0.041237,0.175258,0.175258,0.216495,0.195876,0.164948,0.185567,0.210526,0.185567,0.216495,0.206186,0.030928,0.175258,0.030928,0.011905,0.041237,0.175258,0.185567,0.206186,0.030928,0.185567,0.154639,0.185567,0.092784,0.206186,0.000000
